cve_ent,cve_mun,nomgeo,name,main_category,sub_category,sub_sub_category,business_category,naics_code,sic_code,parent_chain_path,chain_uuid_path,phone,address,address2,neighborhood,city,state,postal_code,country_code,country,latitude,longitude,data_quality_confidence_score,open_closed_status,open_closed_status_confidence_score,opened_on,closed_on,popularity_score,historical_popularity_scores,sentiment_score,historical_sentiment_scores,number_of_reviews,average_stars,website,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close,place_attributes,validity_score,load_date,geometry_coords,chain_name_clean,chain_classification,classification_reason
15,33,Ecatepec de Morelos,Farmacia 24 Horas,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"Av México, Lote I Mz 53",,Colonia Primero de Mayo,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5557,-99.0249,0.8604037845076327,open,0.302,2019-04-01,,0.25,"{""2022-06"":0.1401,""2022-07"":0.0709,""2022-08"":0.0194,""2022-09"":0.0,""2022-10"":0.0008,""2022-11"":0.0071,""2022-12"":0.0275,""2023-01"":0.0587,""2023-02"":0.0973,""2023-03"":0.0587,""2023-04"":0.0194,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.005,""2023-08"":0.042,""2023-09"":0.042,""2023-10"":0.0194,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0006,""2024-04"":0.005,""2024-05"":0.0194,""2024-06"":0.042,""2024-07"":0.0709,""2024-08"":0.1042,""2024-09"":0.0927,""2024-10"":0.042,""2024-11"":0.005,""2024-12"":0.0028,""2025-01"":0.0243,""2025-02"":0.0871,""2025-03"":0.1678,""2025-04"":0.1493,""2025-05"":0.0709,""2025-06"":0.005,""2025-07"":0.0}",0.2116,"{""2021-08"":0.1444,""2021-09"":0.153,""2021-10"":0.1616,""2021-11"":0.1702,""2021-12"":0.1788,""2022-01"":0.1874,""2022-02"":0.196,""2022-03"":0.2046,""2022-04"":0.2132,""2022-05"":0.2218,""2022-06"":0.2304,""2022-07"":0.2304,""2022-08"":0.2304,""2022-09"":0.2304,""2022-10"":0.223,""2022-11"":0.2157,""2022-12"":0.2083,""2023-01"":0.201,""2023-02"":0.1936,""2023-03"":0.1936,""2023-04"":0.1936,""2023-05"":0.1936,""2023-06"":0.1936,""2023-07"":0.185,""2023-08"":0.1764,""2023-09"":0.1764,""2023-10"":0.1764,""2023-11"":0.1764,""2023-12"":0.1764,""2024-01"":0.1764,""2024-02"":0.1764,""2024-03"":0.1821,""2024-04"":0.1879,""2024-05"":0.1936,""2024-06"":0.1996,""2024-07"":0.2056,""2024-08"":0.2116,""2024-09"":0.2116,""2024-10"":0.2116,""2024-11"":0.2116,""2024-12"":0.2163,""2025-01"":0.221,""2025-02"":0.2257,""2025-03"":0.2304,""2025-04"":0.2116,""2025-05"":0.2116,""2025-06"":0.2116,""2025-07"":0.2116}",23.0,2.3,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,"{""feature_quick_visit"":true,""service_delivery"":true,""payment_type_credit_card"":true,""service_same_day_delivery"":true}",0.981,2025-11-18,POINT (-99.0249049 19.55573555),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia 24 Horas Suc. Av México,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"Av México, Lote I Mz 53",,Colonia Aldeas de Aragón,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5557,-99.0249,0.860215549213515,open,0.299,2024-05-08,,0.25,"{""2024-11"":0.042,""2024-12"":0.042,""2025-01"":0.0194,""2025-02"":0.005,""2025-03"":0.0194,""2025-04"":0.0558,""2025-05"":0.0871,""2025-06"":0.0298,""2025-07"":0.005}",0.2116,"{""2024-11"":0.2116,""2024-12"":0.1936,""2025-01"":0.1936,""2025-02"":0.1936,""2025-03"":0.2304,""2025-04"":0.221,""2025-05"":0.2116,""2025-06"":0.2116,""2025-07"":0.2116}",23.0,2.3,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,"{""feature_quick_visit"":true,""service_delivery"":true,""payment_type_credit_card"":true,""service_same_day_delivery"":true}",0.981,2025-11-18,POINT (-99.02490105 19.55568128),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Charly,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,,,Colonia Alfredo del Mazo,Ecatepec de Morelos,Estado de México,55107,mx,Mexico,19.5641,-99.0171,0.5898078915980202,open,0.302,2021-04-06,,0.003,"{""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.04,"{""2023-09"":0.04,""2023-10"":0.04,""2023-11"":0.04,""2023-12"":0.04,""2024-01"":0.04,""2024-02"":0.04,""2024-03"":0.04,""2024-04"":0.04,""2024-05"":0.04,""2024-06"":0.04,""2024-07"":0.04,""2024-08"":0.04,""2024-09"":0.04,""2024-10"":0.04,""2024-11"":0.04,""2024-12"":0.04,""2025-01"":0.04,""2025-02"":0.04,""2025-03"":0.04,""2025-04"":0.04,""2025-05"":0.04,""2025-06"":0.04,""2025-07"":0.04}",1.0,1.0,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true}",0.347,2025-11-18,POINT (-99.0170618 19.56407564),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia sagitario,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525561798226.0,Av. José Ma. Morelos y Pavón MZ333 LT10 Loc.1,,Colonia Mexicanos Unidos,Ecatepec de Morelos,Estado de México,55115,mx,Mexico,19.5626,-99.016,0.7896535565560757,open,0.302,2017-05-20,,0.016,"{""2021-12"":0.0,""2022-01"":0.0,""2022-02"":0.0,""2022-03"":0.0,""2022-04"":0.0,""2022-05"":0.0,""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.81,"{""2021-11"":0.81,""2021-12"":0.81,""2022-01"":0.81,""2022-02"":0.81,""2022-03"":0.81,""2022-04"":0.81,""2022-05"":0.81,""2022-06"":0.81,""2022-07"":0.81,""2022-08"":0.81,""2022-09"":0.81,""2022-10"":0.81,""2022-11"":0.81,""2022-12"":0.81,""2023-01"":0.81,""2023-02"":0.81,""2023-03"":0.81,""2023-04"":0.81,""2023-05"":0.81,""2023-06"":0.81,""2023-07"":0.81,""2023-08"":0.81,""2023-09"":0.81,""2023-10"":0.81,""2023-11"":0.81,""2023-12"":0.81,""2024-01"":0.81,""2024-02"":0.81,""2024-03"":0.81,""2024-04"":0.81,""2024-05"":0.81,""2024-06"":0.81,""2024-07"":0.81,""2024-08"":0.81,""2024-09"":0.81,""2024-10"":0.81,""2024-11"":0.81,""2024-12"":0.81,""2025-01"":0.81,""2025-02"":0.81,""2025-03"":0.81,""2025-04"":0.81,""2025-05"":0.81,""2025-06"":0.81,""2025-07"":0.81}",4.0,4.5,,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,19:00,,,"{""feature_quick_visit"":true,""service_delivery"":true,""payment_type_cash_only"":true}",0.723,2025-11-18,POINT (-99.01602892 19.56258667),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia jerusalen,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525515621589.0,Av. Carlos Hank Gónzalez MZ2 LT1 Loc.1 Esq. Cáncer,,Colonia Sagitario 7,Ecatepec de Morelos,Estado de México,55117,mx,Mexico,19.562,-99.0155,0.7988964007547096,open,0.298,2015-09-10,,0.03,"{""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",6.0,5.0,,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.938,2025-11-18,POINT (-99.01551899 19.56200197),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia jerusalen,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525515621589.0,Av. Carlos Hank Gónzalez MZ2 LT1 Loc.1 Esq. Cáncer,,Colonia Sagitario 7,Ecatepec de Morelos,Estado de México,55117,mx,Mexico,19.5619,-99.0155,0.7956964007547096,open,0.301,2015-09-10,,0.03,"{""2022-06"":0.042,""2022-07"":0.0194,""2022-08"":0.005,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0006,""2023-06"":0.005,""2023-07"":0.0194,""2023-08"":0.0226,""2023-09"":0.0111,""2023-10"":0.0012,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2021-08"":1.0,""2021-09"":1.0,""2021-10"":1.0,""2021-11"":1.0,""2021-12"":1.0,""2022-01"":1.0,""2022-02"":1.0,""2022-03"":1.0,""2022-04"":1.0,""2022-05"":1.0,""2022-06"":1.0,""2022-07"":1.0,""2022-08"":1.0,""2022-09"":1.0,""2022-10"":1.0,""2022-11"":1.0,""2022-12"":1.0,""2023-01"":1.0,""2023-02"":1.0,""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":1.0,""2023-08"":1.0,""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",6.0,5.0,https://farmaciajerusalen12.negocio.site/,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.938,2025-11-18,POINT (-99.01550723 19.5619477),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Fe y Confianza,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"BLVD. TEOCALLIZ, Lote I MZ. 327",,Ciudad Azteca 2a. Sección,Ecatepec de Morelos,Estado de México,55120,mx,Mexico,19.5427,-99.0259,0.7844649866685915,open,0.303,2020-11-20,,0.03,"{""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.005,""2025-01"":0.005,""2025-02"":0.005,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":1.0,""2023-08"":1.0,""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",3.0,5.0,,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.893,2025-11-18,POINT (-99.02586065 19.5427419),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,FARMACIA ALEX,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Av Suterm & Secc. 24,,Colonia Río de Luz,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5513,-99.0282,0.804025253565039,open,0.3,2017-10-05,,0.039,"{""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.005,""2025-01"":0.0194,""2025-02"":0.0709,""2025-03"":0.042,""2025-04"":0.0194,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.6724,"{""2024-05"":0.64,""2024-06"":0.64,""2024-07"":0.64,""2024-08"":0.64,""2024-09"":0.64,""2024-10"":0.64,""2024-11"":0.64,""2024-12"":0.64,""2025-01"":0.5776,""2025-02"":0.6724,""2025-03"":0.6724,""2025-04"":0.6724,""2025-05"":0.6724,""2025-06"":0.6724,""2025-07"":0.6724}",7.0,4.1,http://business.google.com/website/farmacia-alex,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,"{""feature_quick_visit"":true}",0.952,2025-11-18,POINT (-99.02817145 19.55125563),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia San Lucas,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525557748898.0,Secc. 27 31,,Colonia Primero de Mayo,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5504,-99.0265,0.7744020092450791,open,0.299,2024-05-08,,0.003,"{""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",1.0,5.0,,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,11:00,16:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.797,2025-11-18,POINT (-99.02649588 19.55041727),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia y Articulos de Papeleria Isadora,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,MZ 013,,Colonia Primero de Mayo,Ecatepec de Morelos,Estado de México,55120,mx,Mexico,19.5515,-99.0259,0.7657999999999999,open,0.3,,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.02589007 19.55150407),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Vida Sana,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"Sección 20 MZ. 38 lote 1 local 1 esquina Suterm, Río de Luz",,Colonia Río de Luz,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5522,-99.0295,0.7795054459370345,open,0.301,2020-09-03,,0.006,"{""2021-12"":0.0,""2022-01"":0.0,""2022-02"":0.0,""2022-03"":0.0,""2022-04"":0.0,""2022-05"":0.0,""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0012,""2023-08"":0.0111,""2023-09"":0.0111,""2023-10"":0.0111,""2023-11"":0.0111,""2023-12"":0.0226,""2024-01"":0.0194,""2024-02"":0.005,""2024-03"":0.0006,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.36,"{""2021-11"":1.0,""2021-12"":1.0,""2022-01"":1.0,""2022-02"":1.0,""2022-03"":1.0,""2022-04"":1.0,""2022-05"":1.0,""2022-06"":1.0,""2022-07"":1.0,""2022-08"":1.0,""2022-09"":1.0,""2022-10"":1.0,""2022-11"":1.0,""2022-12"":1.0,""2023-01"":1.0,""2023-02"":1.0,""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":0.68,""2023-08"":0.36,""2023-09"":0.36,""2023-10"":0.4538,""2023-11"":0.5476,""2023-12"":0.4851,""2024-01"":0.4225,""2024-02"":0.36,""2024-03"":0.36,""2024-04"":0.36,""2024-05"":0.36,""2024-06"":0.36,""2024-07"":0.36,""2024-08"":0.36,""2024-09"":0.36,""2024-10"":0.36,""2024-11"":0.36,""2024-12"":0.36,""2025-01"":0.36,""2025-02"":0.36,""2025-03"":0.36,""2025-04"":0.36,""2025-05"":0.36,""2025-06"":0.36,""2025-07"":0.36}",2.0,3.0,https://farmaciavidasana.negocio.site/,08:30,21:00,08:30,21:00,08:30,21:00,08:30,21:00,08:30,21:00,08:30,21:00,12:00,20:30,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.861,2025-11-18,POINT (-99.02945301 19.55216005),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Abril,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Av. Fuego Nuevo & Moctezuma,,Colonia Río de Luz,Ecatepec de Morelos,Estado de México,55120,mx,Mexico,19.5483,-99.0327,0.763396513488882,open,0.301,2017-11-23,,0.016,"{""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.49,"{""2023-09"":0.49,""2023-10"":0.49,""2023-11"":0.49,""2023-12"":0.49,""2024-01"":0.49,""2024-02"":0.49,""2024-03"":0.49,""2024-04"":0.49,""2024-05"":0.49,""2024-06"":0.49,""2024-07"":0.49,""2024-08"":0.49,""2024-09"":0.49,""2024-10"":0.49,""2024-11"":0.49,""2024-12"":0.49,""2025-01"":0.49,""2025-02"":0.49,""2025-03"":0.49,""2025-04"":0.49,""2025-05"":0.49,""2025-06"":0.49,""2025-07"":0.49}",2.0,3.5,,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.571,2025-11-18,POINT (-99.03268411 19.54829775),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia San Miguel Arcángel,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525511287727.0,"Mercado Pirámide Florida, local 9",,La Florida Ciudad Azteca,Ecatepec de Morelos,Estado de México,55129,mx,Mexico,19.5447,-99.0195,0.7847414572568269,open,0.304,2020-08-09,,0.039,"{""2021-12"":0.0,""2022-01"":0.0,""2022-02"":0.0,""2022-03"":0.0,""2022-04"":0.0,""2022-05"":0.0,""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.005,""2025-01"":0.005,""2025-02"":0.005,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.7395999999999999,"{""2021-11"":0.7396,""2021-12"":0.7396,""2022-01"":0.7396,""2022-02"":0.7396,""2022-03"":0.7396,""2022-04"":0.7396,""2022-05"":0.7396,""2022-06"":0.7396,""2022-07"":0.7396,""2022-08"":0.7396,""2022-09"":0.7396,""2022-10"":0.7396,""2022-11"":0.7396,""2022-12"":0.7396,""2023-01"":0.7396,""2023-02"":0.7396,""2023-03"":0.7396,""2023-04"":0.7396,""2023-05"":0.7396,""2023-06"":0.7396,""2023-07"":0.7396,""2023-08"":0.7396,""2023-09"":0.7396,""2023-10"":0.7396,""2023-11"":0.7396,""2023-12"":0.7396,""2024-01"":0.7396,""2024-02"":0.7396,""2024-03"":0.7396,""2024-04"":0.7396,""2024-05"":0.7396,""2024-06"":0.7396,""2024-07"":0.7396,""2024-08"":0.7396,""2024-09"":0.7396,""2024-10"":0.7396,""2024-11"":0.7396,""2024-12"":0.7396,""2025-01"":0.7396,""2025-02"":0.7396,""2025-03"":0.7396,""2025-04"":0.7396,""2025-05"":0.7396,""2025-06"":0.7396,""2025-07"":0.7396}",3.0,4.3,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,09:00,17:00,"{""feature_quick_visit"":true,""service_delivery"":true}",0.766,2025-11-18,POINT (-99.0194957 19.54470958),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Genericos,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Blvd. Quetzalcoatl 309,,La Florida Ciudad Azteca,Ecatepec de Morelos,Estado de México,55129,mx,Mexico,19.5465,-99.0175,0.7704255386568437,open,0.3,2020-10-12,,0.01,"{""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2022-06"":1.0,""2022-07"":1.0,""2022-08"":1.0,""2022-09"":1.0,""2022-10"":1.0,""2022-11"":1.0,""2022-12"":1.0,""2023-01"":1.0,""2023-02"":1.0,""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":1.0,""2023-08"":1.0,""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",1.0,5.0,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.0,2025-11-18,POINT (-99.01750524 19.54650211),,independent,"No chain tag, no chain-like name pattern"
